id,landmarks
00ae7d8f6bf5da87,9633 0.36
00af5d1c999221d5,1718 0.1
00af62b2c0f9714f,11852 0.28
00afabc6edeef37d,10267 0.08
00b0376341bf913e,7599 0.25
00b0d1fea92aafac,8649 0.18
00b17c610f19b2ae,12172 0.12
00b1bd8303b405b9,11491 0.55
00b27979edfaf300,10369 0.13
00b33fa97f446a0f,13260 0.18
00b38d9ecd523ea1,2126 0.16
00b3ef341f0e914e,8830 0.97
00b4203e16c0fbae,817 0.18
00b57e576934a492,12243 0.05
00b6377a0ad8a05a,2339 0.27
00b7db2c80af8f4c,14927 0.01
00b8b0b4a977c786,9627 0.17
00ba81b43621c8b8,7147 0.18
00baaec612275e5c,1147 0.55
00bc1a5d3b5745f7,7420 0.14
00bdb97dcd4efd1a,11631 0.21
00befe9d42a84e55,6444 0.04
00c07cccfbbc2a01,532 0.38
00c1030a06a4b4cc,10855 0.25
00c1924e644fe601,10484 0.04
00c1bbf323150be0,9530 0.06
00c27075b77a3f65,12933 0.17
00c3999ead874c41,13676 0.19
00c3f76b90fca967,3034 0.35
00c4caad5b938893,2304 0.24
00c4cd0e6d55443e,747 0.04
00c5385a329502f3,10033 0.89
00c59c9b6c87dc4c,1005 0.45
00c5d2e1bee88035,2996 0.54
00c6262974cd1177,2768 0.05
00c6406a540de23c,9193 0.18
00c6f7d3f8a0f1e4,10256 0.29
00c6fc1e25bce047,4627 0.07
00c73287e637ec01,754 0.47
00c77161b64815d2,1211 0.27
00c793eef54f53ff,8476 0.06
00c7e9d4e7d916bb,6651 0.17
00c816811e210ed0,10762 0.46
00c8270b5c06e9a6,2594 0.14
00c827890f97b815,13209 0.21
00ca914fd7356c31,11286 0.08
00ca942b8874540b,7680 0.08
00cbb368857c6c58,11207 0.35
00cbd985ee6d255e,10710 0.38
00cbfa97a24f902d,10278 0.07
00cc7f797ecfabb3,3975 0.43
00ccab74383f39bf,6979 0.44
00cde2a714062cd2,1700 0.1
00ce338d4410d2ba,2151 0.19
00ce85b2cc373699,10792 0.2
00d066811e4018d4,4987 0.19
00d0d92338751361,12148 0.24
00d12f59ea89f1a7,12336 0.1
00d2cd52deb2a174,13711 0.12
00d50952720e6c7d,8041 0.08
00d5394b518b496e,10107 0.41
00d53e649c339cac,13873 0.11
00d5509a0784592d,1532 0.59
00d61a8dc4ca8840,108 0.09
00d6649ee31f41b6,8825 0.06
00d6afbbe5d4eba1,9388 0.22
00d900541ed1e7b4,9930 0.29
00d97870107c8fec,13667 0.51
00d9bb08cbede531,4934 0.29
00da0fd704739ac9,13209 0.17
00dab3e3a07cd65a,7272 0.1
00dae7da1e8e3453,11741 0.11
00db15fa6471e0d5,2854 0.2
00dcfc79d54f9f01,10584 0.2
00de1b9b32737b59,5998 0.04
00de893b40b3f141,3487 0.06
00df05d2f117b5f6,5063 0.15
00dfc80e3d5b7777,4649 0.64
00e06bb1f0c92fff,5376 0.74
00e16014e2f83733,4723 0.13
00e1c011fb3e5410,11682 0.04
00e30ed7528b85ab,14877 0.11
00e3155ae5b1db28,8775 0.06
00e37c85442dd248,11837 0.55
00e3a7b95ed7ae2d,747 0.08
00e4410183f3fd23,11098 0.01
00e549fa3e336642,3937 0.09
00e653f37433da4f,12075 0.29
00e6ab454cc16102,12056 0.52
00e6bb24011b09c0,11022 0.15
00e83d24c79fc8bd,8143 0.48
00e86d204065f875,12456 0.05
00e893176c6f319e,9779 0.4
00ea2b1c651f8a9a,5061 0.17
00eb251c7a436675,122 0.25
00ec0f4ae586e38b,6963 0.23
00eca727591b2402,3968 0.14
00ece45c0b28abc5,4980 0.13
00ee160f55cc808e,8385 0.81
00eea4aae8528b3b,4981 0.19
00eeb92425cff135,13526 0.98
00ef636cd6f82438,12842 0.4
00efae260ed38c8b,496 0.22
00efdfd4c0634dca,7000 0.93
00efedf2ad6b030c,12353 0.12
00f0382780d994f8,2743 0.55
00f094775b82c7e4,228 0.56
00f0b15b4d042f1d,11954 0.17
00f2201cfc1cf25e,3376 0.15
00f246e1267b355c,2553 0.04
00f2c39538b57948,14618 0.15
00f37690240d93e9,4633 0.27
00f3bdb50c9d474c,6168 0.27
00f532ee34f17e0d,10025 0.22
00f595f7fd42d44e,14835 0.04
00f6b8430ee5bac6,2864 0.08
00f77cb5df0c53a8,10474 0.18
00f9daaaba917da4,6701 0.42
00faf8958470eb9a,14198 0.54
00fb34f30b93396c,6091 0.41
00fc9a038c0e7ca3,11933 0.17
00fd6ccbb78b367e,8035 0.33
00fd742563c11e64,11183 0.16
00fdc623def2ddf2,6450 0.52
00ffce9161de5bf5,8246 0.15
01006b4d273f898a,6163 0.21
010157d900b1962e,7764 0.3
0101a1e23fe6210a,7416 0.3
0101c1c0a833c283,6051 0.4
01022aa9cbc55ea7,13208 0.17
010277c2baea89fd,11197 0.35
01030e11908cb048,5088 0.24
010398105384031f,14827 0.12
0103de7124e8b43e,5994 0.22
0103f814e0a34262,4082 0.02
01044fbcc261ee94,3707 0.14
010683c7e93cb38c,4734 0.3
0106a326f9550f9f,6225 0.03
01075b310b26e419,9245 0.51
01077cdcdfada6a3,1069 0.35
0107b12ed479043e,13864 0.21
0107c3ea3ff24a96,4793 0.19
0107da717b122784,3759 0.02
0107ec135a7ddd8e,11668 0.25
0107f0875a4cdf7f,10584 0.1
010818cf9e8d0ed5,2918 0.22
01082d1edc1ae3a6,456 0.15
0108877969f13232,12156 0.27
01092fd31f013dcc,314 0.24
0109bc8469db765e,264 0.11
010ad81cf43cd631,13320 0.09
010bbd74d9648b0d,6772 0.21
010c3ae9f363acaa,10184 0.77
010c44c13d4b53ba,8154 0.26
010c5ebca62eb858,10338 0.47
010d0c9a2933a5fc,8904 0.18
010d6b53678093a6,4651 0.06
010d8fadfd85c1aa,3987 0.36
010df08410fcd40f,2802 0.87
010e507f9b32cc89,1069 0.35
010e836a22fd1ee9,2076 0.17
010eaac7253793c5,14481 0.48
010f0da9f21b6676,11280 0.07
010f2cca8c35feb2,6658 0.07
010f2f2822d27b8a,9939 0.1
011035dc5296d308,2338 0.83
01104de5340c01ee,12246 0.49
011142a23e462278,12217 0.35
01114f2c4ba316a2,5685 0.43
0111bfdffd416588,6986 0.15
0111c4ffacf03712,10223 0.82
0111e875bce69372,13930 0.57
0115a085915e5a27,3324 0.05
0115a0d91986caf3,369 0.2
0116fc85cfa1cd46,8649 0.56
01171e175fcbfc39,10865 0.07
01176f6b0d124436,5506 0.29
011842656b0a029f,3114 0.44
011947770659e42e,9779 0.61
011987aaa7bf1ef2,13552 0.45
0119c8aa2a4eb7d5,12131 0.21
0119d17e7b7f9e1f,1069 0.35
011a9c516f9acea6,4156 0.52
011aa83010b7a152,7000 0.11
011b9ad9937ea09d,1069 0.35
011c9bc4a2b634c4,11852 0.21
011e5388b189c40b,2322 0.39
011e55a4d2322bac,3544 0.27
011eb75dff8d42c0,2341 0.66
011f3843bcb4053d,4808 0.14
011f55e5d4ed52e6,14510 0.15
0120ff2d2aade71c,6213 0.08
012105c7d8bf6fec,7388 0.46
012114561a1050e1,5202 0.3
01213ab6ce1a5359,1537 0.03
0121f10a24bc5860,13305 0.21
0122a99b79c0aec6,10083 0.08
012300c3eb0e4ea3,14927 0.01
01238ca5118306de,2743 0.67
01238f98aeee977a,204 0.09
0123d360110b21df,6296 0.54
0124384c1d4d1a80,11339 0.72
012455559230d821,2655 0.06
01246b142e976306,60 0.3
0124abeb7d5d6cfa,8206 0.2
0124d76a71e58d45,2725 0.18
0125cafbb9d14f10,5554 0.85
0126e4fb0a03391c,3448 0.02
0127359a00c69e10,1700 0.07
0127680045055146,10414 0.04
0127873ecafef52a,11371 0.4
01278a3b6feb80e5,2339 0.06
01279d3f7e9ecae2,7680 0.14
0128b5061044a7ae,2080 0.23
0128f96948af340d,13681 0.18
012b299ae4e42fe3,1616 0.06
012b7e14b09e1460,8912 0.02
012bc0f83ed7a02c,5416 0.1
012bd605ccf0cb88,10184 0.49
012c0092fc72874f,13124 0.16
012d2135a84cbdc2,4246 0.12
012dca7f280c81a4,9441 0.2
012de9408ac70fc6,10479 0.52
012df9517d9c4649,12514 0.52
012e3cd529579cf2,1462 0.1
012eaffc548a83b5,8169 0.45
0130ffac20c765f5,210 0.25
01320a92b61d656b,9779 0.68
01326e3577e80f43,10724 0.1
013388e7376af348,13667 0.47
01338b900caf329b,6051 0.43
013457fd8ecf0606,10005 0.22
0135037f3223f05e,3695 0.43
0135d56696c83bc8,8645 0.18
013729f38b6b974f,5762 0.41
0137e3bffc27c35b,8163 0.24
013870a433f09a14,14012 0.27
0138d145927a068a,39 0.02
01395ef3f9a4c6d9,2172 0.17
013a1c5933b915a9,3035 0.02
013a650484026b3b,12336 0.48
013a7001e4de79a4,3034 0.51
013c1d1158d0e915,8605 0.03
013c95f6a9fc3535,5367 0.29
013cf7183b0fa6a1,10430 0.04
013d8aee42e3a040,9910 0.83
013f670a3f29d5f6,10200 0.24
013fc60492662c35,4752 0.15
01402c9931232b25,645 0.02
014145cba139910b,12618 0.25
0141701bdec2dcbb,2743 0.32
01427df04a5d6b2b,6582 0.11
0143ffe20dd44219,14456 0.39
014462b12570e851,13154 0.13
0144702fa427d3cb,9169 0.11
014511ee7076ab0a,6651 0.17
0145a21f46b3a5e4,13188 0.41
0145d00d36a6d9a6,8016 0.24
0146c042f98971f5,9779 0.71
014751c6b5ce03ee,12290 0.2
0147bf61cb2e029b,1415 0.6
0148024a743c58a9,1160 0.63
0148c46cbd415a13,10773 0.27
014a5d0c6ee3b686,6749 0.44
014aa0d3a80ca4c8,960 0.85
014ae2404b521237,11095 0.05
014afa535a07072f,793 0.32
014b5ff36333d75b,6055 0.66
014b8f79856aa3c9,2996 0.44
014ca51289e0d39e,11431 0.14
014ccda02d28fc53,912 0.06
014d6b2b2c0701b1,4013 0.06
014ece7aea7113b6,5087 0.44
01509bdc31729d68,10585 0.96
0150a2df6cf1d0fc,8078 0.46
01523bc7aac9d99e,6530 0.78
0152d1e741f47a87,9240 0.17
0153725db4418285,2061 0.14
0155272582f6e352,11656 0.02
0155545a2df49b5e,6582 0.51
0155966dc3f19b4c,7241 0.18
015599967580d1b4,3139 0.19
0155f1a08e35238a,2151 0.03
0156971df5186f70,10536 0.07
0156ff8384423a73,6491 0.11
0157bda1c38503c3,10573 0.2
0158aa20e7bd8458,6696 0.59
015905b877c622aa,5554 0.82
0159070ad177a09b,6051 0.3
015a60fe6e1655bd,13594 0.19
015ba39a9e5896a8,9135 0.73
015bd8b6d032b569,4744 0.03
015c204ad3908890,10795 0.17
015c8f5ecacc87d2,11371 0.7
015c93b299f58303,6772 0.06
015cd613e6cb98a8,5376 0.93
015d13ea6e71d8c9,14565 0.5
015d8d7a0cb3b017,5475 0.24
015e061afc180f0d,1069 0.35
015e5014bbdc0bb0,10083 0.01
015fe9c47210128e,1393 0.66
016012ffffdd51ae,5634 0.08
0160f25b5321a654,13170 0.18
0161809693cf1edc,11716 0.21
0161c30d48601a1d,14091 0.16
016255150d7afb2a,527 0.47
0163f9442daf0d67,9880 0.44
0165c696dfc17360,642 0.12
016649a1c14fbca0,8029 0.95
0166675706e98a7d,12715 0.2
016679ee5cd1e4ce,428 1.0
0168b16f2170b8f0,14164 0.14
0168f42daee56e7e,6658 0.06
0169ff34f000e772,4530 0.09
016a5b70849bc3f2,6599 0.31
016a6feb0f39ae90,12609 0.4
016ad56be4c5ec92,4633 0.08
016b3e6914eb5ff8,10865 0.02
016bf53add2213ae,1709 0.08
016c2c5761b5ff63,8302 0.17
016c3441862105d8,1839 0.21
016c718695b61b21,5571 0.01
016c73e0b0d9783f,5685 0.75
016cab2cca9e80be,13320 0.37
016cf95a0ba56553,33 0.51
016d03090637c37e,218 0.39
016d4f40652aebb8,11437 0.06
016e25f31b94f651,13009 0.15
016ea9c204ed78b4,3459 0.05
016ec766c6eb90f2,10409 0.03
016ee927bea994f4,11523 0.14
016f6cef961a64ea,13171 1.0
016fb103a0c209f3,10338 0.79
016fc16696be011e,6986 0.38
0170b381cda8cb54,9682 0.73
017149380f193c97,14730 0.22
0171d887e5d94ae8,10094 0.2
01735e9181f40ea4,3806 0.02
01737e06d99e32c8,12204 0.37
0174b1927fd2b026,9770 0.29
0174f5ae42b495a6,14164 0.22
01751bd68636bfce,276 0.09
0175298161262529,1794 0.13
01760dc75d4415d3,10132 0.04
0176734b73067392,13132 0.04
0176a1b65e1805ed,395 0.09
0178f24d8c8837d5,4622 0.25
01796427528a692f,13015 0.4
017994a644c7e9a5,13028 0.07
0179deee10fbed76,532 0.48
017a9341d6dd571d,6609 0.37
017ba942a4f4f8aa,6955 0.14
017c05089598c566,6021 0.03
017c7af4fadec14d,11897 0.18
017d3121fcaa7155,8810 0.1
017e035c635a58ea,3034 0.19
017e31334eb0b4df,3654 0.15
017fe29b5182e444,1069 0.35
017ff8b74af32a19,12103 0.03
0180618f361ea169,10862 0.01
0180b090e5e069f1,2949 0.49
018115603aaa7967,2743 0.3
018127b36e52efdf,12936 0.24
01813b40153e395e,5558 0.07
01813c16ffc5a6dd,5755 0.17
0181427da4bb317e,8385 0.33
01814af3e6cd483a,14605 0.31
0181cd2325220d9c,2972 0.19
01823f5e4ff16902,8677 0.22
01825c6be8590f60,2061 0.26
018262d1c47aa38a,3338 0.09
01827a36636c4c73,9779 0.22
01838076cabcf3e7,33 0.27
0187c0460d5a69b3,4352 0.28
0188f50293ef5476,4105 0.69
0188f5ba544c317b,2814 0.6
018975f91332a4ef,4083 0.05
01897a19b0ed3ae1,1276 0.28
0189d1bd500859d4,6051 0.25
018a0d1aed52d4d9,4340 0.19
018a20c732a22dd2,3459 0.2
018ab65cbd3a3ad3,11339 0.3
018b097e3201c8f6,6197 0.45
018b85ab007bcb73,11183 0.55
018c058ef11f0ef2,6464 0.08
018d618da1a99baf,3748 0.22
018d682f9f6ab86c,14863 0.25
018d9a78df98f282,11671 0.14
018e2ba6a4fb53b0,12352 0.1
018fdb00801de5ad,9779 0.24
0190aec9359feef3,7420 0.31
0190ca3d8f0d2c9b,6740 0.14
0191da8913e3445d,1186 0.01
0192295b3fd00fc7,4793 0.08
019261dd1830087b,835 0.14
0193990c8d86e8de,379 0.01
0194107b6a403973,4793 0.73
01947d78df2f19cd,10779 0.01
0194a0a11a4f59da,11371 0.3
019521044ea53bdc,1393 0.43
01966fc74db3f554,7678 0.23
01972fd894d7d4aa,3921 0.07
019760437a8c5004,4352 0.76
01985d63528aeb46,8063 0.15
019887ab2971e6a0,8619 0.66
01999173bdb9c829,7092 0.18
019b12a3ad7e4635,13053 0.34
019bafcbddbe483d,7128 0.38
019be2e063f606b7,3055 0.54
019ce3c3606f9fd9,7717 0.14
019d310c9b34297b,3975 0.57
019dbefde4a14fd6,309 0.26
019dc86392e665a3,11864 0.06
019deae0f0bdf955,5206 0.22
019e4323b6e20543,11513 0.4
019ee8b6781167fd,2205 0.03
019efc68ab79c8c9,7667 0.14
019f28af633e2732,207 0.27
01a02d16017c05b4,11227 0.09
01a09153287e7752,11784 0.35
01a2f493a3dbdcd9,8998 0.31
01a3ec1dbee271d9,770 0.2
01a4606845a92a7d,7128 0.59
01a7cf9d789a4b31,13352 0.07
01a7e9134e5f8e66,2725 0.03
01a8281cc1c0b629,3317 0.19
01a8334c31dadf35,2060 0.06
01a833ecc775e588,10028 0.19
01a851a97dda9140,1124 0.13
01a8b5c3265f679a,6118 0.23
01a98ac9f86c5d78,14458 0.08
01aa098ffb1ed0e4,532 0.16
01ab3b6664eb650a,8830 0.42
01ac1d5fae1c1a15,9875 0.72
01ac22c9741fce0b,13188 0.15
01ad286b96800005,9245 0.48
01ad43a2b90a90e3,3485 0.11
01ad8e22c2f22fae,6374 0.13
01adb2bb875ce046,6701 0.49
01ae6981ffed32a4,503 0.13
01aeb7b0aef26be7,12220 0.49
01af805bc6160488,9859 0.16
01b12bb488df528d,10184 0.38
01b12fe1ec5268a0,1546 0.46
01b16cf6e2893a43,13707 0.38
01b1b496bc41c60b,603 0.06
01b1c40b3060b618,8932 0.16
01b216cd8cc39c3b,6979 0.14
01b218f62b7ece58,6464 0.1
01b221bafbb16419,1878 1.0
01b383299c25a672,12063 0.82
01b3b5ab32acb29f,4352 0.24
01b3d9095f37b23d,3308 0.03
01b55c00bdd5f166,2949 0.4
01b58536b25b645a,13171 0.11
01b5dec7a11eae84,12039 0.05
01b61189ae9d4b03,12844 0.2
01b8a0c92be0e33d,6051 0.23
01b8a6e0f205f914,14583 0.16
01b8f8a583acea60,1069 0.35
01b942c0e1c2cc3f,878 0.03
01ba482b6e3253bd,10655 0.1
01bc6b3e2e34aea7,508 0.19
01bc9859edb9c605,7680 0.19
01be059bda270417,4934 0.39
01beba2f53b8d899,12122 0.03
01bef70df769073f,2938 0.09
01bf3680a6b99a5d,12121 0.22
01bfb8af347462d3,9779 0.84
01c0aad5c395461a,10932 0.96
01c11582ad34f77d,5373 0.54
01c1b82fa9e0e210,3497 0.43
01c1c03db46a5a36,12685 0.45
01c3585e05e81acd,14164 0.48
01c394b9b4af43b0,9881 0.2
01c44ad2e6d0723f,3691 0.5
01c4bacb97c845b6,13300 0.12
01c4bc650959fb5d,27 0.03
01c50b4085c248f8,13279 0.52
01c5c082bb59a817,11954 0.29
01c6267be193173b,6055 0.33
01c65f151f3c141f,6125 0.26
01c67bc52901f848,5783 0.2
01c74cf648d89d6d,6726 0.06
01c8075c826813ef,7305 0.16
01c826d4974f5fbd,12179 0.11
01c984ff66226f75,10223 0.68
01c9a1ea95ea13b0,1069 0.35
01c9b36a80d2a87e,3921 0.13
01ca0b06436a5df2,16 0.15
01ca25e8507bfccf,6212 0.02
01cb1bc90ce55bc6,11136 0.76
01cc34168e66b5b3,14012 0.25
